# format: as|source|type
# date: 20210401
# name: as2type
# exe: type-convert-amogh.pl
# files: 20210401.merged.class.txt
# types: Content|Enterprise|Transit/Access
17465|peerDB_class|Transit/Access
17466|CAIDA_class|Content
17468|CAIDA_class|Enterprise
17469|peerDB_class|Transit/Access
17470|peerDB_class|Transit/Access
17471|CAIDA_class|Transit/Access
17472|CAIDA_class|Transit/Access
17473|CAIDA_class|Transit/Access
17475|CAIDA_class|Transit/Access
17476|CAIDA_class|Enterprise
17477|peerDB_class|Transit/Access
17478|CAIDA_class|Enterprise
17479|CAIDA_class|Enterprise
17480|peerDB_class|Transit/Access
17481|CAIDA_class|Enterprise
17483|peerDB_class|Transit/Access
17485|CAIDA_class|Transit/Access
17487|CAIDA_class|Transit/Access
17488|peerDB_class|Transit/Access
17490|CAIDA_class|Transit/Access
17492|peerDB_class|Transit/Access
17494|CAIDA_class|Transit/Access
17495|CAIDA_class|Transit/Access
17496|CAIDA_class|Transit/Access
17501|peerDB_class|Transit/Access
17504|CAIDA_class|Enterprise
17505|CAIDA_class|Transit/Access
17506|peerDB_class|Transit/Access
17509|CAIDA_class|Transit/Access
17510|CAIDA_class|Transit/Access
17511|peerDB_class|Transit/Access
17512|CAIDA_class|Enterprise
17513|CAIDA_class|Transit/Access
17514|peerDB_class|Transit/Access
17516|CAIDA_class|Enterprise
17517|CAIDA_class|Transit/Access
17518|CAIDA_class|Transit/Access
17523|CAIDA_class|Transit/Access
17529|CAIDA_class|Transit/Access
17530|CAIDA_class|Transit/Access
17534|peerDB_class|Transit/Access
17535|peerDB_class|Enterprise
17536|CAIDA_class|Transit/Access
17537|CAIDA_class|Transit/Access
17538|peerDB_class|Transit/Access
17539|peerDB_class|Transit/Access
17540|CAIDA_class|Enterprise
17541|CAIDA_class|Transit/Access
17542|CAIDA_class|Transit/Access
17545|CAIDA_class|Transit/Access
17547|peerDB_class|Transit/Access
17550|CAIDA_class|Transit/Access
17551|peerDB_class|Transit/Access
17552|CAIDA_class|Transit/Access
17553|CAIDA_class|Enterprise
17554|CAIDA_class|Transit/Access
17555|CAIDA_class|Enterprise
17556|CAIDA_class|Transit/Access
17557|peerDB_class|Transit/Access
17559|peerDB_class|Transit/Access
17562|CAIDA_class|Transit/Access
17563|CAIDA_class|Transit/Access
17564|CAIDA_class|Content
17565|CAIDA_class|Enterprise
17567|CAIDA_class|Transit/Access
17569|CAIDA_class|Transit/Access
17570|CAIDA_class|Transit/Access
17573|CAIDA_class|Transit/Access
17574|CAIDA_class|Transit/Access
17575|CAIDA_class|Transit/Access
17576|CAIDA_class|Enterprise
17577|CAIDA_class|Transit/Access
17578|CAIDA_class|Transit/Access
17579|CAIDA_class|Transit/Access
17580|CAIDA_class|Enterprise
17581|CAIDA_class|Transit/Access
17582|CAIDA_class|Transit/Access
17583|peerDB_class|Transit/Access
17584|CAIDA_class|Transit/Access
17585|CAIDA_class|Transit/Access
17586|CAIDA_class|Transit/Access
17587|CAIDA_class|Transit/Access
17588|CAIDA_class|Enterprise
17589|CAIDA_class|Transit/Access
17590|CAIDA_class|Enterprise
17591|CAIDA_class|Enterprise
17592|CAIDA_class|Enterprise
17593|CAIDA_class|Transit/Access
17594|CAIDA_class|Transit/Access
17595|CAIDA_class|Transit/Access
17596|CAIDA_class|Transit/Access
17597|CAIDA_class|Transit/Access
17598|CAIDA_class|Transit/Access
17599|manual_class|Enterprise
17600|CAIDA_class|Enterprise
17601|CAIDA_class|Enterprise
17602|CAIDA_class|Enterprise
17603|CAIDA_class|Transit/Access
17605|CAIDA_class|Transit/Access
17606|CAIDA_class|Enterprise
17607|CAIDA_class|Transit/Access
17608|peerDB_class|Transit/Access
17609|CAIDA_class|Transit/Access
17611|CAIDA_class|Transit/Access
17612|CAIDA_class|Transit/Access
17613|CAIDA_class|Transit/Access
17614|CAIDA_class|Transit/Access
17615|CAIDA_class|Transit/Access
17616|CAIDA_class|Transit/Access
17617|CAIDA_class|Enterprise
17619|peerDB_class|Transit/Access
17621|CAIDA_class|Transit/Access
17622|CAIDA_class|Transit/Access
17623|CAIDA_class|Transit/Access
17624|CAIDA_class|Transit/Access
17625|peerDB_class|Transit/Access
17630|CAIDA_class|Enterprise
17632|CAIDA_class|Transit/Access
17633|CAIDA_class|Transit/Access
17635|peerDB_class|Transit/Access
17638|CAIDA_class|Transit/Access
17639|peerDB_class|Transit/Access
17641|CAIDA_class|Transit/Access
17645|peerDB_class|Transit/Access
17648|CAIDA_class|Transit/Access
17649|CAIDA_class|Enterprise
17650|CAIDA_class|Enterprise
17653|CAIDA_class|Transit/Access
17654|CAIDA_class|Transit/Access
17658|CAIDA_class|Transit/Access
17659|CAIDA_class|Transit/Access
17660|peerDB_class|Transit/Access
17661|CAIDA_class|Content
17662|manual_class|Enterprise
17665|peerDB_class|Transit/Access
17666|peerDB_class|Transit/Access
17667|CAIDA_class|Content
17668|CAIDA_class|Transit/Access
17669|CAIDA_class|Transit/Access
17670|peerDB_class|Transit/Access
17671|peerDB_class|Transit/Access
17673|peerDB_class|Content
17675|CAIDA_class|Transit/Access
17676|peerDB_class|Transit/Access
17677|CAIDA_class|Transit/Access
17678|CAIDA_class|Enterprise
17680|CAIDA_class|Enterprise
17682|peerDB_class|Transit/Access
17683|peerDB_class|Transit/Access
17685|peerDB_class|Enterprise
17686|peerDB_class|Content
17689|peerDB_class|Transit/Access
17691|CAIDA_class|Transit/Access
17693|CAIDA_class|Enterprise
17694|CAIDA_class|Transit/Access
17698|CAIDA_class|Transit/Access
17699|CAIDA_class|Transit/Access
17701|CAIDA_class|Enterprise
17705|peerDB_class|Transit/Access
17706|CAIDA_class|Transit/Access
17707|peerDB_class|Content
17709|peerDB_class|Transit/Access
17710|CAIDA_class|Content
17711|CAIDA_class|Transit/Access
17712|CAIDA_class|Transit/Access
17713|CAIDA_class|Transit/Access
17716|CAIDA_class|Transit/Access
17717|CAIDA_class|Transit/Access
17721|CAIDA_class|Transit/Access
17723|CAIDA_class|Enterprise
17724|CAIDA_class|Enterprise
17725|CAIDA_class|Enterprise
17726|peerDB_class|Transit/Access
17727|peerDB_class|Transit/Access
17728|CAIDA_class|Transit/Access
17733|CAIDA_class|Transit/Access
17734|peerDB_class|Transit/Access
17736|CAIDA_class|Enterprise
17739|CAIDA_class|Transit/Access
17741|CAIDA_class|Transit/Access
17747|peerDB_class|Transit/Access
17748|CAIDA_class|Enterprise
17750|CAIDA_class|Transit/Access
17753|CAIDA_class|Transit/Access
17754|peerDB_class|Transit/Access
17755|CAIDA_class|Transit/Access
17756|CAIDA_class|Transit/Access
17759|CAIDA_class|Transit/Access
17762|CAIDA_class|Transit/Access
17763|CAIDA_class|Transit/Access
17764|CAIDA_class|Enterprise
17766|peerDB_class|Transit/Access
17769|CAIDA_class|Transit/Access
17771|peerDB_class|Transit/Access
17775|CAIDA_class|Transit/Access
17776|CAIDA_class|Enterprise
17781|CAIDA_class|Transit/Access
17787|CAIDA_class|Transit/Access
17792|CAIDA_class|Transit/Access
17793|CAIDA_class|Enterprise
17794|CAIDA_class|Transit/Access
17799|CAIDA_class|Transit/Access
17802|CAIDA_class|Content
17803|CAIDA_class|Transit/Access
17804|CAIDA_class|Transit/Access
17806|peerDB_class|Transit/Access
17807|CAIDA_class|Enterprise
17809|peerDB_class|Transit/Access
17810|CAIDA_class|Transit/Access
17811|CAIDA_class|Transit/Access
17812|CAIDA_class|Content
17813|CAIDA_class|Transit/Access
17814|CAIDA_class|Transit/Access
17816|CAIDA_class|Transit/Access
17817|CAIDA_class|Content
17820|CAIDA_class|Transit/Access
17823|CAIDA_class|Enterprise
17825|CAIDA_class|Enterprise
17826|CAIDA_class|Transit/Access
17827|CAIDA_class|Enterprise
17828|CAIDA_class|Transit/Access
17831|CAIDA_class|Content
17833|CAIDA_class|Transit/Access
17834|CAIDA_class|Enterprise
17836|CAIDA_class|Transit/Access
17837|CAIDA_class|Enterprise
17838|CAIDA_class|Transit/Access
17839|CAIDA_class|Transit/Access
17840|CAIDA_class|Enterprise
17841|CAIDA_class|Transit/Access
17842|CAIDA_class|Enterprise
17843|CAIDA_class|Transit/Access
17844|CAIDA_class|Transit/Access
17845|CAIDA_class|Transit/Access
17846|CAIDA_class|Transit/Access
17847|CAIDA_class|Enterprise
17848|CAIDA_class|Enterprise
17849|CAIDA_class|Transit/Access
17850|CAIDA_class|Transit/Access
17851|CAIDA_class|Enterprise
17852|CAIDA_class|Enterprise
17853|CAIDA_class|Transit/Access
17854|CAIDA_class|Transit/Access
17855|CAIDA_class|Transit/Access
17856|CAIDA_class|Transit/Access
17857|CAIDA_class|Transit/Access
17858|CAIDA_class|Transit/Access
17859|CAIDA_class|Content
17860|CAIDA_class|Enterprise
17861|CAIDA_class|Transit/Access
17862|CAIDA_class|Transit/Access
17863|CAIDA_class|Transit/Access
17864|CAIDA_class|Transit/Access
17865|CAIDA_class|Enterprise
17866|CAIDA_class|Transit/Access
17867|CAIDA_class|Enterprise
17868|CAIDA_class|Transit/Access
17869|CAIDA_class|Enterprise
17870|CAIDA_class|Transit/Access
17873|CAIDA_class|Transit/Access
17874|CAIDA_class|Enterprise
17875|CAIDA_class|Enterprise
17876|CAIDA_class|Transit/Access
17877|CAIDA_class|Transit/Access
17878|CAIDA_class|Transit/Access
17879|CAIDA_class|Enterprise
17881|CAIDA_class|Content
17882|peerDB_class|Transit/Access
17884|peerDB_class|Transit/Access
17885|peerDB_class|Transit/Access
17886|CAIDA_class|Transit/Access
17887|peerDB_class|Transit/Access
17888|CAIDA_class|Transit/Access
17889|peerDB_class|Transit/Access
17890|peerDB_class|Transit/Access
17893|CAIDA_class|Transit/Access
17894|CAIDA_class|Content
17895|peerDB_class|Transit/Access
17897|CAIDA_class|Transit/Access
17898|peerDB_class|Transit/Access
17900|CAIDA_class|Enterprise
17901|CAIDA_class|Transit/Access
17903|CAIDA_class|Enterprise
17904|CAIDA_class|Transit/Access
17905|CAIDA_class|Enterprise
17906|CAIDA_class|Enterprise
17907|CAIDA_class|Transit/Access
17908|CAIDA_class|Transit/Access
17910|CAIDA_class|Transit/Access
17911|peerDB_class|Transit/Access
17912|CAIDA_class|Enterprise
17913|CAIDA_class|Content
17916|manual_class|Enterprise
17917|peerDB_class|Transit/Access
17918|peerDB_class|Content
17920|peerDB_class|Transit/Access
17922|CAIDA_class|Transit/Access
17924|peerDB_class|Transit/Access
17925|CAIDA_class|Enterprise
17927|CAIDA_class|Transit/Access
17928|CAIDA_class|Enterprise
17929|CAIDA_class|Transit/Access
17931|peerDB_class|Transit/Access
17932|CAIDA_class|Transit/Access
17934|CAIDA_class|Transit/Access
17936|CAIDA_class|Transit/Access
17937|CAIDA_class|Enterprise
17939|peerDB_class|Transit/Access
17940|CAIDA_class|Transit/Access
17941|peerDB_class|Content
17944|CAIDA_class|Content
17946|CAIDA_class|Transit/Access
17947|CAIDA_class|Transit/Access
17948|peerDB_class|Transit/Access
17950|CAIDA_class|Transit/Access
17953|CAIDA_class|Transit/Access
17955|peerDB_class|Transit/Access
17956|CAIDA_class|Transit/Access
17957|CAIDA_class|Transit/Access
17958|peerDB_class|Transit/Access
17960|CAIDA_class|Transit/Access
17961|peerDB_class|Transit/Access
17962|CAIDA_class|Transit/Access
17964|CAIDA_class|Transit/Access
17966|CAIDA_class|Transit/Access
17968|CAIDA_class|Transit/Access
17969|CAIDA_class|Transit/Access
17970|peerDB_class|Transit/Access
17971|peerDB_class|Enterprise
17975|CAIDA_class|Transit/Access
17976|CAIDA_class|Transit/Access
17977|CAIDA_class|Transit/Access
17978|peerDB_class|Enterprise
17980|CAIDA_class|Transit/Access
17981|peerDB_class|Transit/Access
17983|CAIDA_class|Enterprise
17984|CAIDA_class|Transit/Access
17985|CAIDA_class|Enterprise
17987|CAIDA_class|Transit/Access
17988|CAIDA_class|Transit/Access
17989|CAIDA_class|Transit/Access
17990|CAIDA_class|Transit/Access
17993|CAIDA_class|Transit/Access
17994|CAIDA_class|Enterprise
17995|peerDB_class|Transit/Access
17996|peerDB_class|Transit/Access
17999|CAIDA_class|Transit/Access
18000|CAIDA_class|Transit/Access
18001|peerDB_class|Transit/Access
18002|peerDB_class|Transit/Access
18004|peerDB_class|Transit/Access
18007|CAIDA_class|Transit/Access
18008|CAIDA_class|Transit/Access
18013|CAIDA_class|Transit/Access
18015|peerDB_class|Transit/Access
18017|CAIDA_class|Transit/Access
18018|CAIDA_class|Content
18019|CAIDA_class|Enterprise
18021|peerDB_class|Enterprise
18022|CAIDA_class|Transit/Access
18023|manual_class|Enterprise
18024|peerDB_class|Transit/Access
18025|peerDB_class|Content
18026|CAIDA_class|Transit/Access
18027|CAIDA_class|Transit/Access
18028|CAIDA_class|Transit/Access
18029|CAIDA_class|Transit/Access
18030|CAIDA_class|Transit/Access
18031|CAIDA_class|Transit/Access
18032|CAIDA_class|Transit/Access
18033|CAIDA_class|Transit/Access
18034|CAIDA_class|Transit/Access
18035|CAIDA_class|Transit/Access
18037|CAIDA_class|Transit/Access
18038|CAIDA_class|Transit/Access
18040|CAIDA_class|Transit/Access
18041|CAIDA_class|Transit/Access
18042|CAIDA_class|Transit/Access
18045|CAIDA_class|Enterprise
18046|peerDB_class|Transit/Access
18047|CAIDA_class|Transit/Access
18049|peerDB_class|Transit/Access
18051|CAIDA_class|Content
18052|peerDB_class|Transit/Access
18053|peerDB_class|Transit/Access
18055|CAIDA_class|Content
18056|peerDB_class|Transit/Access
18057|CAIDA_class|Transit/Access
18059|peerDB_class|Transit/Access
18064|CAIDA_class|Enterprise
18065|CAIDA_class|Transit/Access
18066|CAIDA_class|Transit/Access
18067|CAIDA_class|Transit/Access
18068|CAIDA_class|Transit/Access
18069|CAIDA_class|Transit/Access
18070|peerDB_class|Transit/Access
18071|CAIDA_class|Transit/Access
18072|CAIDA_class|Transit/Access
18074|CAIDA_class|Transit/Access
18075|CAIDA_class|Transit/Access
18076|CAIDA_class|Transit/Access
18077|peerDB_class|Transit/Access
18081|peerDB_class|Transit/Access
18085|CAIDA_class|Transit/Access
18086|CAIDA_class|Transit/Access
18087|CAIDA_class|Transit/Access
18088|CAIDA_class|Enterprise
18090|CAIDA_class|Transit/Access
18091|CAIDA_class|Transit/Access
18092|peerDB_class|Transit/Access
18094|peerDB_class|Transit/Access
18097|CAIDA_class|Transit/Access
18101|peerDB_class|Transit/Access
18103|peerDB_class|Transit/Access
18104|peerDB_class|Transit/Access
18106|peerDB_class|Transit/Access
18107|CAIDA_class|Transit/Access
18108|CAIDA_class|Transit/Access
18109|CAIDA_class|Transit/Access
18111|CAIDA_class|Transit/Access
18112|peerDB_class|Enterprise
18113|CAIDA_class|Transit/Access
18114|CAIDA_class|Transit/Access
18115|CAIDA_class|Transit/Access
18116|CAIDA_class|Transit/Access
18117|peerDB_class|Enterprise
18118|CAIDA_class|Transit/Access
18119|peerDB_class|Transit/Access
18120|CAIDA_class|Transit/Access
18121|peerDB_class|Transit/Access
18123|CAIDA_class|Transit/Access
18124|CAIDA_class|Transit/Access
18125|CAIDA_class|Transit/Access
18126|peerDB_class|Transit/Access
18127|CAIDA_class|Transit/Access
18128|CAIDA_class|Transit/Access
18129|peerDB_class|Transit/Access
18131|CAIDA_class|Transit/Access
18134|peerDB_class|Transit/Access
18135|peerDB_class|Transit/Access
18136|CAIDA_class|Transit/Access
18139|CAIDA_class|Transit/Access
18140|CAIDA_class|Transit/Access
18141|CAIDA_class|Enterprise
18142|CAIDA_class|Transit/Access
18143|CAIDA_class|Enterprise
18144|CAIDA_class|Transit/Access
18148|CAIDA_class|Transit/Access
18149|peerDB_class|Content
18150|peerDB_class|Transit/Access
18153|CAIDA_class|Transit/Access
18154|CAIDA_class|Transit/Access
18156|CAIDA_class|Transit/Access
18158|CAIDA_class|Transit/Access
18159|peerDB_class|Transit/Access
18164|CAIDA_class|Transit/Access
18165|CAIDA_class|Transit/Access
18166|CAIDA_class|Enterprise
18168|CAIDA_class|Transit/Access
18169|CAIDA_class|Transit/Access
18172|CAIDA_class|Enterprise
18173|CAIDA_class|Transit/Access
18175|CAIDA_class|Transit/Access
18176|CAIDA_class|Transit/Access
18177|CAIDA_class|Transit/Access
18179|CAIDA_class|Transit/Access
18181|CAIDA_class|Enterprise
18182|peerDB_class|Transit/Access
18183|CAIDA_class|Transit/Access
18185|CAIDA_class|Transit/Access
18187|peerDB_class|Transit/Access
18188|CAIDA_class|Enterprise
18190|CAIDA_class|Transit/Access
18191|CAIDA_class|Transit/Access
18194|CAIDA_class|Transit/Access
18196|peerDB_class|Transit/Access
18197|CAIDA_class|Transit/Access
18199|peerDB_class|Transit/Access
18200|peerDB_class|Transit/Access
18206|peerDB_class|Transit/Access
18207|peerDB_class|Transit/Access
18209|peerDB_class|Transit/Access
18211|CAIDA_class|Content
18212|CAIDA_class|Transit/Access
18214|CAIDA_class|Transit/Access
18218|CAIDA_class|Transit/Access
18219|CAIDA_class|Transit/Access
18220|CAIDA_class|Transit/Access
18222|CAIDA_class|Content
18223|CAIDA_class|Transit/Access
18224|CAIDA_class|Transit/Access
18225|CAIDA_class|Content
18227|peerDB_class|Transit/Access
18228|CAIDA_class|Transit/Access
18229|peerDB_class|Content
18230|peerDB_class|Transit/Access
18231|peerDB_class|Transit/Access
18233|peerDB_class|Transit/Access
18234|CAIDA_class|Enterprise
18239|CAIDA_class|Transit/Access
18241|CAIDA_class|Transit/Access
18242|CAIDA_class|Transit/Access
18243|CAIDA_class|Enterprise
18245|CAIDA_class|Transit/Access
18250|peerDB_class|Enterprise
18252|CAIDA_class|Transit/Access
18253|CAIDA_class|Transit/Access
18254|peerDB_class|Content
18255|CAIDA_class|Transit/Access
18256|CAIDA_class|Content
18257|CAIDA_class|Content
18258|CAIDA_class|Content
18259|CAIDA_class|Transit/Access
18260|peerDB_class|Transit/Access
18263|CAIDA_class|Transit/Access
18264|peerDB_class|Transit/Access
18266|CAIDA_class|Transit/Access
18267|CAIDA_class|Transit/Access
18268|peerDB_class|Transit/Access
18271|CAIDA_class|Transit/Access
18272|CAIDA_class|Transit/Access
18274|peerDB_class|Transit/Access
18276|CAIDA_class|Enterprise
18278|peerDB_class|Transit/Access
18281|CAIDA_class|Transit/Access
18282|peerDB_class|Transit/Access
18283|peerDB_class|Transit/Access
18289|CAIDA_class|Transit/Access
18290|CAIDA_class|Transit/Access
18291|CAIDA_class|Transit/Access
18292|CAIDA_class|Transit/Access
18293|CAIDA_class|Transit/Access
18294|CAIDA_class|Transit/Access
18295|CAIDA_class|Transit/Access
18297|CAIDA_class|Transit/Access
18298|CAIDA_class|Transit/Access
18299|CAIDA_class|Transit/Access
18300|CAIDA_class|Enterprise
18302|CAIDA_class|Transit/Access
18303|CAIDA_class|Transit/Access
18305|CAIDA_class|Transit/Access
18307|CAIDA_class|Transit/Access
18308|CAIDA_class|Enterprise
18309|CAIDA_class|Transit/Access
18310|CAIDA_class|Transit/Access
18311|CAIDA_class|Enterprise
18312|CAIDA_class|Enterprise
18313|CAIDA_class|Transit/Access
18314|CAIDA_class|Enterprise
18315|CAIDA_class|Transit/Access
18316|CAIDA_class|Enterprise
18317|CAIDA_class|Transit/Access
18318|CAIDA_class|Transit/Access
18319|CAIDA_class|Transit/Access
18320|CAIDA_class|Transit/Access
18321|CAIDA_class|Transit/Access
18322|CAIDA_class|Enterprise
18323|CAIDA_class|Transit/Access
18324|CAIDA_class|Transit/Access
18325|CAIDA_class|Transit/Access
18326|CAIDA_class|Transit/Access
18328|CAIDA_class|Transit/Access
18329|CAIDA_class|Transit/Access
18330|CAIDA_class|Transit/Access
18331|CAIDA_class|Transit/Access
18332|CAIDA_class|Enterprise
18333|CAIDA_class|Enterprise
18334|CAIDA_class|Transit/Access
18335|CAIDA_class|Transit/Access
18338|CAIDA_class|Transit/Access
18339|CAIDA_class|Transit/Access
18341|CAIDA_class|Transit/Access
18343|CAIDA_class|Transit/Access
18345|CAIDA_class|Transit/Access
18349|CAIDA_class|Enterprise
18351|peerDB_class|Transit/Access
18353|CAIDA_class|Content
18355|CAIDA_class|Transit/Access
18356|CAIDA_class|Enterprise
18359|CAIDA_class|Enterprise
18360|CAIDA_class|Enterprise
18361|CAIDA_class|Enterprise
18362|CAIDA_class|Content
18363|CAIDA_class|Enterprise
18365|CAIDA_class|Content
18366|CAIDA_class|Enterprise
18368|CAIDA_class|Enterprise
18369|CAIDA_class|Enterprise
18371|CAIDA_class|Transit/Access
18373|CAIDA_class|Transit/Access
18375|CAIDA_class|Transit/Access
18378|CAIDA_class|Transit/Access
18379|CAIDA_class|Transit/Access
18380|CAIDA_class|Enterprise
18382|CAIDA_class|Enterprise
18383|CAIDA_class|Transit/Access
18385|CAIDA_class|Transit/Access
18390|CAIDA_class|Content
18392|CAIDA_class|Transit/Access
18393|peerDB_class|Transit/Access
18394|CAIDA_class|Enterprise
18395|CAIDA_class|Transit/Access
18396|CAIDA_class|Transit/Access
18399|peerDB_class|Transit/Access
18400|peerDB_class|Transit/Access
18401|CAIDA_class|Transit/Access
18402|CAIDA_class|Transit/Access
18403|peerDB_class|Transit/Access
18407|peerDB_class|Transit/Access
18408|CAIDA_class|Enterprise
18409|CAIDA_class|Transit/Access
18411|CAIDA_class|Transit/Access
18413|CAIDA_class|Transit/Access
